,school,sex,age,address,family_size,parent_status,mothers_education,fathers_education,mothers_job,fathers_job,reason,guardian,traveltime,studytime,failures,extra_support,family_support,extra_classes,activities,nursery,higher_education,internet,romantic,family_relation,freetime,out_with_friends,daily_alcohol_cons,weekend_alcohol_cons,health,absences,first_grade,second_grade,final_grade
555,Mousinho da Silveira,Female,16,Rural,4 or more,Together,primary,5th - 9th,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,good,normal,high,very low,very low,normal,5,13,14,13
556,Mousinho da Silveira,Male,16,Rural,3 or less,Together,primary,5th - 9th,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,good,high,high,low,high,excellent,4,9,10,11
557,Mousinho da Silveira,Female,17,Rural,4 or more,Together,secondary,primary,other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,excellent,high,high,very low,very low,excellent,2,7,9,10
558,Mousinho da Silveira,Male,17,Rural,4 or more,Together,5th - 9th,5th - 9th,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,excellent,very high,very high,normal,very high,excellent,0,8,13,10
559,Mousinho da Silveira,Male,18,Rural,4 or more,Together,primary,None,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,good,normal,low,very low,very low,good,0,12,12,13
560,Mousinho da Silveira,Male,17,Rural,4 or more,Together,primary,primary,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,good,very high,very high,very low,normal,bad,0,10,9,10
561,Mousinho da Silveira,Male,18,Urban,3 or less,Together,primary,primary,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,good,normal,normal,very low,high,excellent,6,10,9,10
562,Mousinho da Silveira,Female,16,Rural,3 or less,Together,5th - 9th,5th - 9th,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,excellent,high,normal,very low,very low,very bad,0,11,13,12
563,Mousinho da Silveira,Male,17,Urban,4 or more,Together,5th - 9th,5th - 9th,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,very bad,low,very low,low,normal,excellent,0,7,0,0
564,Mousinho da Silveira,Male,16,Rural,4 or more,Together,secondary,5th - 9th,services,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,good,very high,very high,low,normal,excellent,2,11,9,10
565,Mousinho da Silveira,Male,16,Rural,3 or less,Together,primary,primary,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,good,very high,very high,low,high,excellent,0,10,10,9
566,Mousinho da Silveira,Male,18,Rural,4 or more,Together,primary,primary,services,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,excellent,normal,normal,low,normal,excellent,2,9,7,9
567,Mousinho da Silveira,Male,18,Rural,4 or more,Together,secondary,5th - 9th,services,other,course,mother,1,1,1,no,no,no,no,yes,no,yes,no,bad,normal,very low,low,low,excellent,0,4,0,0
568,Mousinho da Silveira,Male,19,Urban,4 or more,Together,secondary,5th - 9th,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,normal,low,very low,very low,very low,normal,4,6,11,9
569,Mousinho da Silveira,Male,18,Urban,4 or more,Together,secondary,secondary,at_home,at_home,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,good,high,very high,very low,normal,normal,9,4,8,8
570,Mousinho da Silveira,Male,16,Rural,4 or more,Together,5th - 9th,5th - 9th,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,excellent,high,normal,low,high,good,6,7,8,8
571,Mousinho da Silveira,Male,19,Urban,4 or more,Together,5th - 9th,primary,at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,good,high,normal,very low,normal,excellent,4,8,9,9
572,Mousinho da Silveira,Female,16,Urban,4 or more,Apart,secondary,5th - 9th,services,at_home,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,yes,bad,very high,very high,very low,very low,very bad,8,5,5,7
573,Mousinho da Silveira,Female,17,Urban,4 or more,Together,primary,primary,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,good,normal,low,very low,low,excellent,9,7,9,10
574,Mousinho da Silveira,Male,20,Rural,4 or more,Together,primary,primary,other,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,good,high,normal,low,high,good,12,8,11,10
575,Mousinho da Silveira,Female,18,Rural,4 or more,Apart,higher,secondary,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,excellent,high,high,normal,high,bad,8,10,11,10
576,Mousinho da Silveira,Male,18,Rural,4 or more,Together,secondary,5th - 9th,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,no,bad,very high,very high,very high,very high,excellent,8,9,10,11
577,Mousinho da Silveira,Male,19,Rural,4 or more,Together,primary,primary,other,services,home,other,3,2,1,no,no,no,no,yes,yes,yes,no,excellent,high,high,normal,normal,bad,8,10,9,11
578,Mousinho da Silveira,Male,17,Urban,4 or more,Together,secondary,secondary,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,good,very high,high,low,normal,normal,4,8,9,10
579,Mousinho da Silveira,Male,18,Urban,3 or less,Together,primary,secondary,at_home,services,course,mother,1,1,0,no,no,no,no,yes,no,yes,yes,good,normal,normal,low,normal,normal,0,9,10,9
580,Mousinho da Silveira,Male,19,Rural,4 or more,Together,primary,primary,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,good,high,high,normal,normal,excellent,4,8,9,10
581,Mousinho da Silveira,Female,18,Urban,4 or more,Apart,primary,5th - 9th,at_home,other,course,mother,2,2,2,no,yes,no,no,yes,yes,no,no,good,normal,normal,very low,very low,excellent,2,6,8,8
582,Mousinho da Silveira,Female,19,Urban,3 or less,Apart,primary,primary,at_home,other,course,mother,1,1,0,no,yes,no,no,yes,no,no,no,very bad,high,high,very low,very low,excellent,0,6,8,7
583,Mousinho da Silveira,Female,18,Rural,4 or more,Together,5th - 9th,5th - 9th,other,other,other,mother,2,1,1,no,no,no,no,yes,no,yes,yes,excellent,very high,very high,very low,very low,normal,0,8,6,0
584,Mousinho da Silveira,Female,17,Rural,4 or more,Together,None,None,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,good,high,normal,very low,very low,excellent,0,10,11,11
585,Mousinho da Silveira,Female,17,Rural,3 or less,Apart,secondary,primary,other,at_home,course,other,2,3,0,no,yes,yes,no,yes,no,no,no,good,low,normal,low,low,normal,5,8,7,8
586,Mousinho da Silveira,Female,17,Urban,4 or more,Together,higher,5th - 9th,teacher,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,excellent,very high,very high,very low,normal,excellent,0,8,8,0
587,Mousinho da Silveira,Female,18,Rural,3 or less,Together,5th - 9th,5th - 9th,services,services,course,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,bad,normal,normal,very low,low,good,3,7,6,8
588,Mousinho da Silveira,Female,17,Urban,4 or more,Together,higher,primary,health,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,normal,low,low,very low,very low,excellent,0,8,10,9
589,Mousinho da Silveira,Female,17,Urban,3 or less,Together,primary,5th - 9th,at_home,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,excellent,very high,very low,very low,very low,normal,0,7,10,10
590,Mousinho da Silveira,Female,18,Urban,4 or more,Together,primary,primary,other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,normal,high,high,low,low,excellent,3,7,8,7
591,Mousinho da Silveira,Female,18,Urban,4 or more,Together,5th - 9th,5th - 9th,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,good,normal,very high,very low,very low,very bad,2,12,13,14
592,Mousinho da Silveira,Female,17,Urban,4 or more,Together,secondary,secondary,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,good,high,normal,very low,very low,good,0,11,12,13
593,Mousinho da Silveira,Female,18,Urban,3 or less,Apart,primary,5th - 9th,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,good,high,normal,very low,low,good,0,12,13,14
594,Mousinho da Silveira,Female,18,Urban,4 or more,Together,higher,higher,teacher,teacher,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,good,normal,very high,very low,low,very bad,0,18,18,18
595,Mousinho da Silveira,Male,18,Urban,3 or less,Together,higher,higher,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,excellent,high,very high,very low,very low,excellent,3,17,17,17
596,Mousinho da Silveira,Female,17,Urban,4 or more,Together,higher,5th - 9th,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,good,normal,normal,very low,low,good,0,17,18,18
597,Mousinho da Silveira,Female,18,Rural,4 or more,Together,5th - 9th,5th - 9th,at_home,other,course,mother,3,2,1,no,no,no,yes,yes,yes,no,yes,good,normal,normal,very low,very low,good,0,9,0,0
598,Mousinho da Silveira,Male,18,Urban,3 or less,Together,primary,5th - 9th,at_home,services,home,mother,2,1,0,no,yes,no,no,no,yes,no,no,good,very low,high,very high,very high,very bad,8,10,11,11
599,Mousinho da Silveira,Male,18,Rural,4 or more,Together,higher,higher,at_home,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,bad,very high,very high,very low,very low,very bad,5,12,13,14
600,Mousinho da Silveira,Male,17,Rural,4 or more,Together,primary,primary,other,services,other,father,3,1,0,no,no,no,no,no,no,no,no,good,low,normal,normal,high,good,4,12,13,14
601,Mousinho da Silveira,Female,18,Urban,4 or more,Together,5th - 9th,5th - 9th,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,very bad,normal,very low,very low,very low,bad,4,8,8,10
602,Mousinho da Silveira,Female,18,Urban,3 or less,Together,5th - 9th,5th - 9th,services,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,yes,excellent,high,very high,very low,high,normal,0,11,12,13
603,Mousinho da Silveira,Female,18,Rural,3 or less,Apart,higher,5th - 9th,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,excellent,normal,very low,very low,very low,excellent,0,5,0,0
604,Mousinho da Silveira,Female,18,Urban,4 or more,Together,primary,primary,at_home,services,course,mother,3,2,1,no,no,no,no,yes,no,no,no,good,high,low,very low,low,bad,2,9,10,10
605,Mousinho da Silveira,Female,19,Urban,4 or more,Together,primary,primary,at_home,services,other,father,2,1,1,no,no,no,no,yes,no,no,no,excellent,very high,very high,low,normal,bad,0,5,0,0
606,Mousinho da Silveira,Female,17,Urban,4 or more,Together,higher,5th - 9th,teacher,other,course,father,2,4,0,no,no,no,no,yes,yes,yes,yes,good,low,normal,normal,very low,excellent,0,18,18,18
607,Mousinho da Silveira,Female,17,Rural,3 or less,Apart,5th - 9th,primary,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,excellent,normal,normal,very low,low,bad,5,11,11,12
608,Mousinho da Silveira,Female,18,Urban,3 or less,Apart,primary,primary,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,excellent,low,normal,very low,low,normal,2,8,10,11
609,Mousinho da Silveira,Female,18,Urban,4 or more,Together,primary,5th - 9th,at_home,at_home,course,father,2,2,0,no,yes,no,no,yes,no,no,no,good,very low,very low,very low,very low,good,0,11,11,12
610,Mousinho da Silveira,Female,19,Rural,4 or more,Apart,primary,primary,at_home,at_home,course,other,2,2,3,no,yes,no,yes,yes,no,no,yes,normal,very high,high,very low,high,very bad,0,8,0,0
611,Mousinho da Silveira,Female,18,Rural,4 or more,Together,5th - 9th,5th - 9th,services,other,home,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,good,low,very low,very low,very low,good,5,14,14,15
612,Mousinho da Silveira,Male,17,Rural,4 or more,Together,higher,secondary,services,other,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,yes,good,very high,very high,very low,normal,bad,4,10,11,11
613,Mousinho da Silveira,Female,18,Urban,4 or more,Together,secondary,secondary,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,excellent,normal,high,very low,very low,excellent,0,10,10,10
614,Mousinho da Silveira,Female,17,Rural,4 or more,Together,higher,higher,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,good,normal,normal,very low,low,excellent,2,12,12,12
615,Mousinho da Silveira,Female,17,Urban,3 or less,Apart,secondary,5th - 9th,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,very bad,low,normal,very low,low,excellent,0,15,14,15
616,Mousinho da Silveira,Male,18,Urban,3 or less,Together,primary,primary,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,normal,normal,low,very low,low,normal,2,14,13,14
617,Mousinho da Silveira,Female,18,Urban,3 or less,Together,primary,primary,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,excellent,normal,low,very low,very low,good,0,19,17,18
618,Mousinho da Silveira,Female,18,Rural,3 or less,Apart,primary,5th - 9th,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,good,normal,high,very low,high,excellent,0,16,15,15
619,Mousinho da Silveira,Female,18,Urban,4 or more,Together,secondary,secondary,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,good,normal,low,very low,normal,normal,6,13,12,13
620,Mousinho da Silveira,Female,17,Urban,3 or less,Together,higher,higher,at_home,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,bad,normal,high,very low,very low,very bad,4,15,14,15
621,Mousinho da Silveira,Female,17,Rural,4 or more,Together,primary,5th - 9th,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,normal,low,low,very low,low,normal,0,13,13,13
622,Mousinho da Silveira,Male,18,Rural,4 or more,Together,primary,secondary,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,normal,normal,high,low,high,normal,0,8,10,9
623,Mousinho da Silveira,Male,18,Urban,3 or less,Together,higher,higher,teacher,services,other,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,good,low,low,low,low,excellent,0,15,16,16
624,Mousinho da Silveira,Female,17,Rural,4 or more,Together,primary,primary,other,services,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,yes,excellent,low,very low,very low,low,very bad,0,8,8,9
625,Mousinho da Silveira,Female,18,Urban,4 or more,Together,5th - 9th,secondary,at_home,services,course,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,excellent,low,normal,very low,low,good,0,10,10,10
626,Mousinho da Silveira,Female,18,Rural,4 or more,Together,higher,higher,other,teacher,other,father,3,2,0,no,yes,no,no,no,yes,yes,yes,normal,low,low,high,low,excellent,0,7,5,0
627,Mousinho da Silveira,Male,18,Rural,3 or less,Together,primary,5th - 9th,at_home,services,other,father,3,1,0,no,yes,no,yes,yes,no,yes,yes,good,normal,normal,low,normal,normal,3,9,10,10
628,Mousinho da Silveira,Female,17,Urban,4 or more,Together,5th - 9th,5th - 9th,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,normal,high,normal,very low,very low,normal,8,10,11,12
629,Mousinho da Silveira,Female,17,Rural,4 or more,Together,primary,5th - 9th,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,normal,very high,very high,very low,normal,very bad,4,7,8,9
630,Mousinho da Silveira,Female,18,Rural,3 or less,Together,higher,higher,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,excellent,high,high,very low,very low,very bad,0,15,17,17
631,Mousinho da Silveira,Female,18,Rural,4 or more,Together,primary,primary,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,good,normal,low,very low,low,good,4,10,11,12
632,Mousinho da Silveira,Female,19,Rural,4 or more,Together,primary,primary,at_home,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,good,normal,normal,very low,very low,normal,4,7,8,9
633,Mousinho da Silveira,Female,18,Rural,3 or less,Together,higher,higher,teacher,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,excellent,high,normal,normal,high,bad,1,13,14,14
634,Mousinho da Silveira,Female,18,Urban,4 or more,Together,secondary,secondary,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,good,very low,normal,very low,low,very bad,1,16,16,16
635,Mousinho da Silveira,Female,17,Rural,4 or more,Together,secondary,primary,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,good,very high,high,low,normal,very bad,10,8,9,9
636,Mousinho da Silveira,Male,18,Urban,4 or more,Together,higher,higher,teacher,teacher,home,father,1,2,0,no,no,no,yes,no,yes,yes,no,normal,low,high,very low,high,bad,4,17,18,19
637,Mousinho da Silveira,Male,18,Rural,4 or more,Together,5th - 9th,primary,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,good,high,normal,very low,normal,excellent,0,7,7,0
638,Mousinho da Silveira,Male,17,Urban,4 or more,Together,5th - 9th,secondary,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,good,high,normal,very low,very low,normal,4,14,15,16
639,Mousinho da Silveira,Male,19,Rural,4 or more,Together,primary,primary,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,good,normal,low,very low,normal,excellent,0,5,8,0
640,Mousinho da Silveira,Male,18,Rural,4 or more,Together,higher,5th - 9th,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,excellent,high,normal,high,normal,normal,0,7,7,0
641,Mousinho da Silveira,Female,18,Rural,4 or more,Together,5th - 9th,5th - 9th,at_home,other,other,mother,2,3,0,no,no,no,no,yes,yes,no,no,excellent,normal,normal,very low,normal,good,0,14,17,15
642,Mousinho da Silveira,Female,17,Urban,4 or more,Together,higher,secondary,teacher,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,no,excellent,very high,high,very low,very low,very bad,0,6,9,11
643,Mousinho da Silveira,Female,18,Rural,4 or more,Together,higher,higher,teacher,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,good,high,normal,low,low,excellent,4,7,9,10
644,Mousinho da Silveira,Female,19,Rural,4 or more,Together,5th - 9th,secondary,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,excellent,high,low,very low,low,excellent,4,10,11,10
645,Mousinho da Silveira,Female,18,Urban,3 or less,Together,secondary,primary,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,good,normal,high,very low,very low,very bad,4,15,15,16
646,Mousinho da Silveira,Female,18,Urban,4 or more,Together,primary,primary,other,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,very bad,very low,very low,very low,very low,excellent,6,11,12,9
647,Mousinho da Silveira,Male,17,Urban,3 or less,Together,secondary,primary,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,bad,high,very high,normal,high,bad,6,10,10,10
648,Mousinho da Silveira,Male,18,Rural,3 or less,Together,secondary,5th - 9th,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,good,high,very low,normal,high,excellent,4,10,11,11
